Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
162,"Camshaft B-EX Lobe 1",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0019
163,"Camshaft B-EX Lobe 2",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0020
164,"Camshaft B-EX Lobe 3",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0021
165,"Camshaft B-EX Lobe 4",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0022
166,"Camshaft B-EX Lobe 5",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0023
167,"Camshaft B-EX Lobe 6",CAM,LBE,"Steel AISI 4340",Class 3,1,0.18,1.08,0.18,1.08,"Carpenter Technology",4,TYV6-CAM-LBE-0024
168,"Camshaft B-EX Bearing 1",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0016
169,"Camshaft B-EX Bearing 2",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0017
170,"Camshaft B-EX Bearing 3",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0018
171,"Camshaft B-EX Bearing 4",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0019
172,"Camshaft B-EX Bearing 5",BRG,CAM,"Copper C11000",Class 3,1,0.081,1.29,0.081,1.29,"Mueller Industries",4,TYV6-BRG-CAM-0020
173,"Valve 1-A-IN-1",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0001
174,"Valve Spring Valve 1-A-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0001
175,"Valve Retainer Valve 1-A-IN-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0001
176,"Hydraulic Lifter Valve 1-A-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0001
177,"Valve Seat Insert Valve 1-A-IN-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0001
178,"Valve Stem Seal Valve 1-A-IN-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0001
179,"Valve Guide Valve 1-A-IN-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0001
180,"Valve 1-A-IN-2",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0002
181,"Valve Spring Valve 1-A-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0002
182,"Valve Retainer Valve 1-A-IN-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0002
183,"Hydraulic Lifter Valve 1-A-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0002
184,"Valve Seat Insert Valve 1-A-IN-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0002
185,"Valve Stem Seal Valve 1-A-IN-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0002
186,"Valve Guide Valve 1-A-IN-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0002
187,"Valve 1-A-EX-1",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0001
188,"Valve Spring Valve 1-A-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0003
189,"Valve Retainer Valve 1-A-EX-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0003
190,"Hydraulic Lifter Valve 1-A-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0003
191,"Valve Seat Insert Valve 1-A-EX-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0003
192,"Valve Stem Seal Valve 1-A-EX-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0003
193,"Valve Guide Valve 1-A-EX-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0003
194,"Valve 1-A-EX-2",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0002
195,"Valve Spring Valve 1-A-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0004
196,"Valve Retainer Valve 1-A-EX-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0004
197,"Hydraulic Lifter Valve 1-A-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0004
198,"Valve Seat Insert Valve 1-A-EX-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0004
199,"Valve Stem Seal Valve 1-A-EX-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0004
200,"Valve Guide Valve 1-A-EX-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0004
201,"Valve 2-A-IN-1",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0003
202,"Valve Spring Valve 2-A-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0005
203,"Valve Retainer Valve 2-A-IN-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0005
204,"Hydraulic Lifter Valve 2-A-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0005
205,"Valve Seat Insert Valve 2-A-IN-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0005
206,"Valve Stem Seal Valve 2-A-IN-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0005
207,"Valve Guide Valve 2-A-IN-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0005
208,"Valve 2-A-IN-2",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0004
209,"Valve Spring Valve 2-A-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0006
210,"Valve Retainer Valve 2-A-IN-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0006
211,"Hydraulic Lifter Valve 2-A-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0006
212,"Valve Seat Insert Valve 2-A-IN-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0006
213,"Valve Stem Seal Valve 2-A-IN-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0006
214,"Valve Guide Valve 2-A-IN-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0006
215,"Valve 2-A-EX-1",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0003
216,"Valve Spring Valve 2-A-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0007
217,"Valve Retainer Valve 2-A-EX-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0007
218,"Hydraulic Lifter Valve 2-A-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0007
219,"Valve Seat Insert Valve 2-A-EX-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0007
220,"Valve Stem Seal Valve 2-A-EX-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0007
221,"Valve Guide Valve 2-A-EX-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0007
222,"Valve 2-A-EX-2",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0004
223,"Valve Spring Valve 2-A-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0008
224,"Valve Retainer Valve 2-A-EX-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0008
225,"Hydraulic Lifter Valve 2-A-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0008
226,"Valve Seat Insert Valve 2-A-EX-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0008
227,"Valve Stem Seal Valve 2-A-EX-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0008
228,"Valve Guide Valve 2-A-EX-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0008
229,"Valve 3-A-IN-1",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0005
230,"Valve Spring Valve 3-A-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0009
231,"Valve Retainer Valve 3-A-IN-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0009
232,"Hydraulic Lifter Valve 3-A-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0009
233,"Valve Seat Insert Valve 3-A-IN-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0009
234,"Valve Stem Seal Valve 3-A-IN-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0009
235,"Valve Guide Valve 3-A-IN-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0009
236,"Valve 3-A-IN-2",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0006
237,"Valve Spring Valve 3-A-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0010
238,"Valve Retainer Valve 3-A-IN-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0010
239,"Hydraulic Lifter Valve 3-A-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0010
240,"Valve Seat Insert Valve 3-A-IN-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0010
241,"Valve Stem Seal Valve 3-A-IN-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0010
242,"Valve Guide Valve 3-A-IN-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0010
243,"Valve 3-A-EX-1",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0005
244,"Valve Spring Valve 3-A-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0011
245,"Valve Retainer Valve 3-A-EX-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0011
246,"Hydraulic Lifter Valve 3-A-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0011
247,"Valve Seat Insert Valve 3-A-EX-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0011
248,"Valve Stem Seal Valve 3-A-EX-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0011
249,"Valve Guide Valve 3-A-EX-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0011
250,"Valve 3-A-EX-2",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0006
251,"Valve Spring Valve 3-A-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0012
252,"Valve Retainer Valve 3-A-EX-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0012
253,"Hydraulic Lifter Valve 3-A-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0012
254,"Valve Seat Insert Valve 3-A-EX-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0012
255,"Valve Stem Seal Valve 3-A-EX-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0012
256,"Valve Guide Valve 3-A-EX-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0012
257,"Valve 1-B-IN-1",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0007
258,"Valve Spring Valve 1-B-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0013
259,"Valve Retainer Valve 1-B-IN-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0013
260,"Hydraulic Lifter Valve 1-B-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0013
261,"Valve Seat Insert Valve 1-B-IN-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0013
262,"Valve Stem Seal Valve 1-B-IN-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0013
263,"Valve Guide Valve 1-B-IN-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0013
264,"Valve 1-B-IN-2",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0008
265,"Valve Spring Valve 1-B-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0014
266,"Valve Retainer Valve 1-B-IN-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0014
267,"Hydraulic Lifter Valve 1-B-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0014
268,"Valve Seat Insert Valve 1-B-IN-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0014
269,"Valve Stem Seal Valve 1-B-IN-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0014
270,"Valve Guide Valve 1-B-IN-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0014
271,"Valve 1-B-EX-1",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0007
272,"Valve Spring Valve 1-B-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0015
273,"Valve Retainer Valve 1-B-EX-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0015
274,"Hydraulic Lifter Valve 1-B-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0015
275,"Valve Seat Insert Valve 1-B-EX-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0015
276,"Valve Stem Seal Valve 1-B-EX-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0015
277,"Valve Guide Valve 1-B-EX-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0015
278,"Valve 1-B-EX-2",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0008
279,"Valve Spring Valve 1-B-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0016
280,"Valve Retainer Valve 1-B-EX-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0016
281,"Hydraulic Lifter Valve 1-B-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0016
282,"Valve Seat Insert Valve 1-B-EX-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0016
283,"Valve Stem Seal Valve 1-B-EX-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0016
284,"Valve Guide Valve 1-B-EX-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0016
285,"Valve 2-B-IN-1",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0009
286,"Valve Spring Valve 2-B-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0017
287,"Valve Retainer Valve 2-B-IN-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0017
288,"Hydraulic Lifter Valve 2-B-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0017
289,"Valve Seat Insert Valve 2-B-IN-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0017
290,"Valve Stem Seal Valve 2-B-IN-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0017
291,"Valve Guide Valve 2-B-IN-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0017
292,"Valve 2-B-IN-2",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0010
293,"Valve Spring Valve 2-B-IN-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0018
294,"Valve Retainer Valve 2-B-IN-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0018
295,"Hydraulic Lifter Valve 2-B-IN-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0018
296,"Valve Seat Insert Valve 2-B-IN-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0018
297,"Valve Stem Seal Valve 2-B-IN-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0018
298,"Valve Guide Valve 2-B-IN-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0018
299,"Valve 2-B-EX-1",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0009
300,"Valve Spring Valve 2-B-EX-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0019
301,"Valve Retainer Valve 2-B-EX-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0019
302,"Hydraulic Lifter Valve 2-B-EX-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0019
303,"Valve Seat Insert Valve 2-B-EX-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0019
304,"Valve Stem Seal Valve 2-B-EX-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0019
305,"Valve Guide Valve 2-B-EX-1",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0019
306,"Valve 2-B-EX-2",VLV,EX,"Inconel 718",Class 3,1,0.731,69.46,0.731,69.46,"Special Metals (PCC)",4,TYV6-VLV-EX-0010
307,"Valve Spring Valve 2-B-EX-2",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0020
308,"Valve Retainer Valve 2-B-EX-2",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0020
309,"Hydraulic Lifter Valve 2-B-EX-2",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0020
310,"Valve Seat Insert Valve 2-B-EX-2",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0020
311,"Valve Stem Seal Valve 2-B-EX-2",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0020
312,"Valve Guide Valve 2-B-EX-2",VTR,GUD,"Cast Iron",Class 3,1,0.022,0.11,0.022,0.11,"TBD",4,TYV6-VTR-GUD-0020
313,"Valve 3-B-IN-1",VLV,IN,"Stainless Steel 316",Class 3,1,0.714,8.57,0.714,8.57,"Carpenter Technology",4,TYV6-VLV-IN-0011
314,"Valve Spring Valve 3-B-IN-1",VTR,SPR,"Steel AISI 4340",Class 3,1,0.043,0.26,0.043,0.26,"Carpenter Technology",4,TYV6-VTR-SPR-0021
315,"Valve Retainer Valve 3-B-IN-1",VTR,RET,"Steel AISI 4340",Class 3,1,0.032,0.19,0.032,0.19,"Carpenter Technology",4,TYV6-VTR-RET-0021
316,"Hydraulic Lifter Valve 3-B-IN-1",VTR,LFT,"Steel AISI 4340",Class 3,1,0.154,0.92,0.154,0.92,"Carpenter Technology",4,TYV6-VTR-LFT-0021
317,"Valve Seat Insert Valve 3-B-IN-1",VTR,SET,"Inconel 718",Class 3,1,0,0,0,0,"Special Metals (PCC)",4,TYV6-VTR-SET-0021
318,"Valve Stem Seal Valve 3-B-IN-1",VTR,STM,"Nylon 6/6",Class 3,1,0.003,0.02,0.003,0.02,"TBD",4,TYV6-VTR-STM-0021
