Item,Name,Category,Subsystem,Material,Class,Qty,Unit_Mass_kg,Unit_Cost_USD,Ext_Mass_kg,Ext_Cost_USD,Supplier,Lead_Weeks,Sample_PartID
178,"Coolant Flow Sensor 4",BMS,SNS,"Stainless Steel 316",Class 3,1,0.106,1.27,0.106,1.27,"Carpenter Technology",4,BTRM-BMS-SNS-0004
179,"BMS Main MCU + Communication Module",BMS,MCU,"ABS Plastic",Class 3,1,0.156,0.78,0.156,0.78,"TBD",4,BTRM-BMS-MCU-0001
180,"Bus Bar 1",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0001
181,"Bus Bar 2",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0002
182,"Bus Bar 3",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0003
183,"Bus Bar 4",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0004
184,"Bus Bar 5",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0005
185,"Bus Bar 6",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0006
186,"Bus Bar 7",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0007
187,"Bus Bar 8",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0008
188,"Bus Bar 9",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0009
189,"Bus Bar 10",ELEC,BUS,"Copper C11000",Class 3,1,0.201,3.22,0.201,3.22,"Mueller Industries",4,BTRM-ELEC-BUS-0010
190,"Cell Tab 1",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0001
191,"Cell Tab 2",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0002
192,"Cell Tab 3",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0003
193,"Cell Tab 4",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0004
194,"Cell Tab 5",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0005
195,"Cell Tab 6",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0006
196,"Cell Tab 7",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0007
197,"Cell Tab 8",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0008
198,"Cell Tab 9",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0009
199,"Cell Tab 10",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0010
200,"Cell Tab 11",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0011
201,"Cell Tab 12",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0012
202,"Cell Tab 13",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0013
203,"Cell Tab 14",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0014
204,"Cell Tab 15",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0015
205,"Cell Tab 16",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0016
206,"Cell Tab 17",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0017
207,"Cell Tab 18",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0018
208,"Cell Tab 19",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0019
209,"Cell Tab 20",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0020
210,"Cell Tab 21",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0021
211,"Cell Tab 22",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0022
212,"Cell Tab 23",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0023
213,"Cell Tab 24",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0024
214,"Cell Tab 25",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0025
215,"Cell Tab 26",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0026
216,"Cell Tab 27",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0027
217,"Cell Tab 28",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0028
218,"Cell Tab 29",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0029
219,"Cell Tab 30",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0030
220,"Cell Tab 31",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0031
221,"Cell Tab 32",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0032
222,"Cell Tab 33",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0033
223,"Cell Tab 34",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0034
224,"Cell Tab 35",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0035
225,"Cell Tab 36",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0036
226,"Cell Tab 37",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0037
227,"Cell Tab 38",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0038
228,"Cell Tab 39",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0039
229,"Cell Tab 40",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0040
230,"Cell Tab 41",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0041
231,"Cell Tab 42",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0042
232,"Cell Tab 43",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0043
233,"Cell Tab 44",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0044
234,"Cell Tab 45",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0045
235,"Cell Tab 46",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0046
236,"Cell Tab 47",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0047
237,"Cell Tab 48",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0048
238,"Cell Tab 49",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0049
239,"Cell Tab 50",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0050
240,"Cell Tab 51",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0051
241,"Cell Tab 52",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0052
242,"Cell Tab 53",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0053
243,"Cell Tab 54",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0054
244,"Cell Tab 55",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0055
245,"Cell Tab 56",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0056
246,"Cell Tab 57",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0057
247,"Cell Tab 58",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0058
248,"Cell Tab 59",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0059
249,"Cell Tab 60",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0060
250,"Cell Tab 61",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0061
251,"Cell Tab 62",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0062
252,"Cell Tab 63",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0063
253,"Cell Tab 64",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0064
254,"Cell Tab 65",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0065
255,"Cell Tab 66",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0066
256,"Cell Tab 67",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0067
257,"Cell Tab 68",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0068
258,"Cell Tab 69",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0069
259,"Cell Tab 70",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0070
260,"Cell Tab 71",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0071
261,"Cell Tab 72",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0072
262,"Cell Tab 73",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0073
263,"Cell Tab 74",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0074
264,"Cell Tab 75",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0075
265,"Cell Tab 76",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0076
266,"Cell Tab 77",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0077
267,"Cell Tab 78",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0078
268,"Cell Tab 79",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0079
269,"Cell Tab 80",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0080
270,"Cell Tab 81",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0081
271,"Cell Tab 82",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0082
272,"Cell Tab 83",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0083
273,"Cell Tab 84",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0084
274,"Cell Tab 85",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0085
275,"Cell Tab 86",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0086
276,"Cell Tab 87",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0087
277,"Cell Tab 88",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0088
278,"Cell Tab 89",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0089
279,"Cell Tab 90",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0090
280,"Cell Tab 91",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0091
281,"Cell Tab 92",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0092
282,"Cell Tab 93",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0093
283,"Cell Tab 94",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0094
284,"Cell Tab 95",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0095
285,"Cell Tab 96",ELEC,TAB,"Aluminum 6061-T6",Class 3,1,0.001,0.01,0.001,0.01,"Alcoa",4,BTRM-ELEC-TAB-0096
286,"Main Pack Contactor 400A",ELEC,CON,"ABS Plastic",Class 3,1,1.296,6.48,1.296,6.48,"TBD",4,BTRM-ELEC-CON-0001
287,"Pack Enclosure Lid",ENC,LID,"Aluminum 6061-T6",Class 3,1,2.025,16.2,2.025,16.2,"Alcoa",4,BTRM-ENC-LID-0001
288,"Pack Enclosure Floor",ENC,FLR,"Aluminum 6061-T6",Class 3,1,2.025,16.2,2.025,16.2,"Alcoa",4,BTRM-ENC-FLR-0001
289,"Pack Enclosure Wall 1",ENC,WAL,"Aluminum 6061-T6",Class 3,1,0.911,7.29,0.911,7.29,"Alcoa",4,BTRM-ENC-WAL-0001
290,"Pack Enclosure Wall 2",ENC,WAL,"Aluminum 6061-T6",Class 3,1,0.729,5.83,0.729,5.83,"Alcoa",4,BTRM-ENC-WAL-0002
291,"Pack Enclosure Wall 3",ENC,WAL,"Aluminum 6061-T6",Class 3,1,0.911,7.29,0.911,7.29,"Alcoa",4,BTRM-ENC-WAL-0003
292,"Pack Enclosure Wall 4",ENC,WAL,"Aluminum 6061-T6",Class 3,1,0.729,5.83,0.729,5.83,"Alcoa",4,BTRM-ENC-WAL-0004
293,"Pressure-Relief Valve (thermal runaway vent)",ENC,PRV,"Stainless Steel 316",Class 3,1,0.071,0.85,0.071,0.85,"Carpenter Technology",4,BTRM-ENC-PRV-0001
294,"M5 Bolt 1",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0001
295,"M5 Washer 1",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0001
296,"M5 Bolt 2",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0002
297,"M5 Washer 2",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0002
298,"M5 Bolt 3",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0003
299,"M5 Washer 3",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0003
300,"M5 Bolt 4",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0004
301,"M5 Washer 4",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0004
302,"M5 Bolt 5",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0005
303,"M5 Washer 5",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0005
304,"M5 Bolt 6",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0006
305,"M5 Washer 6",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0006
306,"M5 Bolt 7",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0007
307,"M5 Washer 7",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0007
308,"M5 Bolt 8",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0008
309,"M5 Washer 8",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0008
310,"M5 Bolt 9",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0009
311,"M5 Washer 9",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0009
312,"M5 Bolt 10",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0010
313,"M5 Washer 10",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0010
314,"M5 Bolt 11",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0011
315,"M5 Washer 11",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0011
316,"M5 Bolt 12",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0012
317,"M5 Washer 12",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0012
318,"M5 Bolt 13",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0013
319,"M5 Washer 13",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0013
320,"M5 Bolt 14",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0014
321,"M5 Washer 14",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0014
322,"M5 Bolt 15",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0015
323,"M5 Washer 15",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0015
324,"M5 Bolt 16",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0016
325,"M5 Washer 16",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0016
326,"M5 Bolt 17",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0017
327,"M5 Washer 17",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0017
328,"M5 Bolt 18",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0018
329,"M5 Washer 18",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0018
330,"M5 Bolt 19",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0019
331,"M5 Washer 19",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0019
332,"M5 Bolt 20",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0020
333,"M5 Washer 20",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0020
334,"M5 Bolt 21",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0021
335,"M5 Washer 21",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0021
336,"M5 Bolt 22",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0022
337,"M5 Washer 22",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0022
338,"M5 Bolt 23",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0023
339,"M5 Washer 23",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0023
340,"M5 Bolt 24",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0024
341,"M5 Washer 24",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0024
342,"M5 Bolt 25",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0025
343,"M5 Washer 25",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0025
344,"M5 Bolt 26",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0026
345,"M5 Washer 26",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0026
346,"M5 Bolt 27",FAS,BLT,"Steel AISI 4340",Class 3,1,0.003,0.02,0.003,0.02,"Carpenter Technology",2,BTRM-FAS-BLT-0027
347,"M5 Washer 27",FAS,WSH,"Steel AISI 4340",Class 3,1,0,0,0,0,"Carpenter Technology",2,BTRM-FAS-WSH-0027
