# MAKEOFFSET decomposition census, all 600 parts. BEFORE = ac0ca610 (fixed 24 samples per curved edge),
# AFTER = 483378aa (shipped kOffsetInputDeflection = 3.125e-3 mm chord-deflection budget).
# hausdorff_mm = two-sided max deviation between the two arms' answers, both sampled at 1e-5 x the
# part diagonal in the face's own plane frame (FORGE_MO_DUMP). class is derived from enc_area vs src_enc_area.
part	class	native_status	occt_status	native_edges_BEFORE	native_edges_AFTER	occt_edges	hausdorff_mm_BEFORE	hausdorff_mm_AFTER	src_enc_area	native_enc_area	occt_enc_area	src_outer_wire_kinds	agree_BEFORE	agree_AFTER	part_diag
ho84	TESSELLATION	OK	OK	253	295	36	8.077251e-03	1.716893e-03	17470.48629	14271.82881	14271.94492	BSpline:8	False	False	224.9503095
ho841	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	11159.86	9273.902785	9273.902785	Line:4	True	True	172.7367072
ho842	TESSELLATION	OK	OK	100	260	8	7.758779e-03	2.243873e-03	25279.46162	20183.93521	20183.74771	Line:4|Circle:4	False	False	288.4994482
ho846	TESSELLATION	OK	OK	1101	85	51	5.327337e-03	5.327337e-03	20975.02005	17594.44367	17594.46465	Line:3|BSpline:48	False	False	272.8913012
ho849	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	23106.88	19568.56441	19568.56441	Line:4	True	True	229.0730015
ho851	AGREE	OK	OK	4	4	4	2.131628e-14	2.131628e-14	11186.04	9651.613361	9651.613361	Line:4	True	True	162.6546341
ho854	AGREE	OK	OK	1124	48	48	1.310176e-13	1.340649e-13	25303.22746	21510.41548	21510.41548	BSpline:48	False	True	301.2957801
ho857	TESSELLATION	OK	OK	148	567	11	1.436139e-01	3.386307e-03	12533.41568	9319.826039	9321.03534	Line:3|Circle:6	False	False	300.3178204
ho859	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	14784.83	12617.82103	12617.82103	Line:4	True	True	186.7713843
ho860	TESSELLATION	OK	OK	100	260	8	6.747808e-03	1.865969e-03	18603.7431	14910.83782	14910.68529	Line:4|Circle:4	False	False	244.269354
ho863	TESSELLATION	OK	OK	559	285	26	8.191355e-02	5.165765e-03	11828.78321	8888.579341	8889.402839	Line:4|Circle:1|BSpline:22	False	False	339.7732278
ho866	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	25917.86	20943.69618	20943.69618	Line:4	True	True	278.3418941
ho867	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	14859.6	12842.70656	12842.70656	Line:4	True	True	188.3306135
ho868	TESSELLATION	OK	OK	100	260	8	7.203440e-03	1.653592e-03	16959.11654	13740.91988	13740.70405	Line:4|Circle:4	False	False	215.500107
ho871	TESSELLATION	OK	OK	1051	83	49	8.157546e-03	8.157546e-03	37201.48225	31078.89685	31078.93572	Line:3|BSpline:46	False	False	361.2842159
ho874	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	32266.56	26737.43035	26737.43035	Line:4	True	True	281.6062499
ho875	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	23976.81	20375.10781	20375.10781	Line:4	True	True	237.2425341
ho876	TESSELLATION	OK	OK	253	303	37	7.310408e-03	2.252314e-03	24331.33312	19333.89402	19334.98845	BSpline:8	False	False	289.8047168
ho880	AGREE	OK	OK	4	4	4	4.263256e-14	4.263256e-14	27314.11738	22855.08739	22855.08739	Line:4	True	True	255.545945
ho881	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	9592.57	7969.52858	7969.52858	Line:4	True	True	171.0387675
ho884	TESSELLATION	OK	OK	1043	83	49	7.677770e-03	7.677770e-03	32276.85856	26915.08746	26915.1219	Line:3|BSpline:46	False	False	329.3206056
ho886	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	23933.70342	19826.0995	19826.0995	Line:4	True	True	246.4053165
ho888	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	17508.6	15209.24238	15209.24238	Line:4	True	True	201.3725155
ho89	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	29264.76	24759.5353	24759.5353	Line:4	True	True	263.2585991
ho893	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	30033.36	25518.66836	25518.66836	Line:4	True	True	270.0085369
ho894	AGREE	OK	OK	4	4	4	5.684342e-14	5.684342e-14	10752.04	8838.859269	8838.859269	Line:4	True	True	179.4376772
ho898	TESSELLATION	OK	OK	1055	83	49	7.890136e-03	7.890136e-03	34181.90151	28504.52346	28504.55982	Line:3|BSpline:46	False	False	340.4190747
ho90	AGREE	OK	OK	4	4	4	1.004859e-14	1.004859e-14	10070.64	8557.017838	8557.017838	Line:4	True	True	158.2704015
ho901	AGREE	OK	OK	4	4	4	4.263256e-14	4.263256e-14	35123.76	29804.21416	29804.21416	Line:4	True	True	286.3214452
ho902	AGREE	OK	OK	4	4	4	1.004859e-14	1.004859e-14	17842.52	15210.89644	15210.89644	Line:4	True	True	204.1892505
ho903	TESSELLATION	OK	OK	100	132	8	4.122676e-03	1.712126e-03	13060.80596	9902.886789	9902.832113	Line:4|Circle:4	False	False	250.2579786
ho908	AGREE	OK	OK	4	4	4	3.177644e-14	3.177644e-14	41670.23	35338.09174	35338.09174	Line:4	True	True	314.2301545
ho91	TESSELLATION	OK	OK	100	260	8	7.939791e-03	1.457469e-03	14982.62154	12287.21298	12286.86208	Line:4|Circle:4	False	False	198.8054301
ho910	AGREE	OK	OK	4	4	4	7.105427e-15	7.105427e-15	6657.58	5768.644455	5768.644455	Line:4	True	True	130.909358
ho911	TESSELLATION	OK	OK	252	277	29	7.958334e-03	3.527418e-03	24453.50243	19577.54385	19577.04826	BSpline:8	False	False	281.8355712
ho914	TESSELLATION	OK	OK	1093	85	51	4.819636e-03	4.819636e-03	17962.80736	15127.39395	15127.41113	Line:3|BSpline:46	False	False	256.4330997
ho917	AGREE	OK	OK	4	4	4	4.263256e-14	4.263256e-14	36484.72	30951.5093	30951.5093	Line:4	True	True	297.5746797
ho918	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	10555.2	8652.483107	8652.483107	Line:4	True	True	172.3278851
ho921	TESSELLATION	OK	OK	1065	83	49	6.018530e-03	6.018530e-03	19703.94851	16416.00323	16416.02439	Line:3|BSpline:46	False	False	260.1407542
ho924	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	31864.8	26179.28962	26179.28962	Line:4	True	True	286.6127352
ho925	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	14449.68	11919.27682	11919.27682	Line:4	True	True	205.3358225
ho926	TESSELLATION	OK	OK	100	132	8	3.775338e-03	2.123711e-03	6922.291222	5478.564547	5478.554665	Line:4|Circle:4	False	False	153.9404282
ho928	TESSELLATION	OK	OK	971	75	43	5.978859e-03	5.978859e-03	18319.29463	15307.14828	15307.15413	Line:3|BSpline:42	False	False	276.386917
ho930	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	23634.22618	19190.69358	19190.69358	Line:4	True	True	270.2782825
ho932	AGREE	OK	OK	4	4	4	2.131628e-14	2.131628e-14	14070.18	11651.81604	11651.81604	Line:4	True	True	188.8272756
ho933	TESSELLATION	OK	OK	100	260	8	5.674302e-03	1.310345e-03	10440.4592	8462.376389	8462.241369	Line:4|Circle:4	False	False	171.7742732
ho936	TESSELLATION	OK	OK	981	79	45	6.454163e-03	6.454163e-03	21925.15266	18345.83303	18345.85495	Line:3|BSpline:44	False	False	307.4334098
ho939	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	24230.5	21173.68009	21173.68009	Line:4	True	True	232.4488331
ho940	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	9430.6	7837.47416	7837.47416	Line:4	True	True	167.9908628
ho941	TESSELLATION	OK	OK	252	261	125	6.352626e-03	3.183429e-03	14123.91649	11392.77212	11392.94642	BSpline:8	False	False	208.4732648
ho945	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	24026.2	20259.84438	20259.84438	Line:4	True	True	240.7005193
ho946	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	9043.32	7465.528084	7465.528084	Line:4	True	True	170.72554
ho951	TESSELLATION	OK	OK	546	285	26	8.774457e-02	5.168885e-03	11996.00492	8932.61566	8933.588624	Line:4|Circle:1|BSpline:21	False	False	360.2061371
ho954	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	20778.43	17717.3665	17717.3665	Line:4	True	True	215.3892059
ho955	AGREE	OK	OK	4	4	4	1.004859e-14	1.004859e-14	8780.8	7596.879555	7596.879555	Line:4	True	True	161.2476666
ho956	TESSELLATION	OK	OK	100	260	8	7.278398e-03	1.646802e-03	17347.56689	14026.29719	14026.08117	Line:4|Circle:4	False	False	218.7618003
ho958	TESSELLATION	OK	OK	1033	83	49	5.864332e-03	5.864332e-03	17402.22094	14444.9352	14444.95528	Line:3|BSpline:46	False	False	260.6158807
ho961	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	18148.37466	15071.9967	15071.9967	Line:4	True	True	213.3259712
ho962	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	22144.05	18905.01134	18905.01134	Line:4	True	True	224.3297127
ho963	TESSELLATION	OK	OK	100	260	8	6.873626e-03	1.593300e-03	14979.02089	12128.67364	12128.47448	Line:4|Circle:4	False	False	213.8582449
ho966	TESSELLATION	OK	OK	1021	83	49	7.880684e-03	7.880684e-03	31270.08906	25951.23397	25951.27025	Line:3|BSpline:46	False	False	350.1556122
ho969	AGREE	OK	OK	4	4	4	2.842171e-14	2.842171e-14	26548.7	23131.21262	23131.21262	Line:4	True	True	243.5410027
ho97	AGREE	OK	OK	4	4	4	2.246933e-14	2.246933e-14	12816.9	10928.44499	10928.44499	Line:4	True	True	178.1055024
ho970	AGREE	OK	OK	4	4	4	2.009718e-14	2.009718e-14	23421.3	19839.95012	19839.95012	Line:4	True	True	246.8349651
ho974	TESSELLATION	OK	OK	496	279	24	4.419198e-02	5.652489e-03	14566.77541	11290.89722	11291.22307	Line:4|Circle:1|BSpline:20	False	False	399.5398985
ho977	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	20821.49	18143.62158	18143.62158	Line:4	True	True	224.7679248
ho978	AGREE	OK	OK	4	4	4	1.004859e-14	1.004859e-14	8843.17	7375.201246	7375.201246	Line:4	True	True	155.0585051
ho980	OPPOSITE_DIRECTION	OK	OK	24	256	1	5.367205e+00	5.114510e+00	2789.859872	2331.511917	3288.994008	Circle:1	False	False	203.268159
ho982	AGREE	OK	OK	1116	48	48	1.176158e-13	1.068180e-13	17489.26882	14807.25942	14807.25942	BSpline:48	False	True	251.0663542
ho985	AGREE	OK	OK	4	4	4	3.552714e-14	3.552714e-14	35851.17898	29510.41918	29510.41918	Line:4	True	True	301.7489354
ho986	AGREE	OK	OK	4	4	4	1.588822e-14	1.588822e-14	19555.2	16460.49074	16460.49074	Line:4	True	True	212.2808753
ho987	TESSELLATION	OK	OK	253	181	35	5.506156e-03	3.089200e-03	14271.9207	11318.24656	11319.0137	BSpline:8	False	False	225.7928919
ho990	AGREE	OK	OK	1120	48	48	1.505613e-13	1.449229e-13	21265.86563	18039.50993	18039.50993	BSpline:48	False	True	282.398882
ho993	AGREE	OK	OK	4	4	4	1.421085e-14	1.421085e-14	36234.6	30832.79572	30832.79572	Line:4	True	True	291.8674014
ho994	AGREE	OK	OK	4	4	4	2.929643e-14	2.929643e-14	19138.9	16381.54212	16381.54212	Line:4	True	True	205.4066698
ho995	NOT_BOTH_OK	OK	TIMEOUT	253	295	0			17908.5785	14626.21578	0	-	False	False	232.6907347
ho998	TESSELLATION	OK	OK	1015	81	47	6.941641e-03	6.941641e-03	35474.86445	29782.02549	29782.06111	Line:3|BSpline:44	False	False	351.2838925
